INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,CODE,SYSTEM,MENU_CLS,TARGET_ITEMS,DISPLAY_NAME,DISPLAY_ORDER,MENU_ATR,URL,WEB_MENU_SETTING,AFTER_LOGIN_DISPLAY,SCREEN_ID,QUERY_STRING,PROGRAM_ID,LOG_LOGIN_DISPLAY,LOG_START_DISPLAY,LOG_UPDATE_DISPLAY
,,,,,,,,0,0,"000000000000-0000",0,0,0,1,"区切り線","区切り線",0,"0","A","-",1,0,0,0,0
,,,,,,,,0,0,"000000000000-0000",0,0,1,0,"会社情報の登録","会社情報の登録",1,"CMM001","A","/nts.uk.com.web/view/cmm/001/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,2,0,"雇用情報の登録","雇用情報の登録",2,"CMM008","A","/nts.uk.com.web/view/cmm/008/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,3,0,"分類情報の登録","分類情報の登録",3,"CMM014","A","/nts.uk.com.web/view/cmm/014/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,4,0,"職位情報の登録","職位情報の登録",4,"CMM013","A","/nts.uk.com.web/view/cmm/013/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,5,0,"職場情報の登録","職場情報の登録",5,"CMM011","A","/nts.uk.com.web/view/cmm/011/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,6,0,"名称の設定","名称の設定",7,"CMM007","A","/nts.uk.com.web/view/cmm/007/a/index.xhtml",1,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,7,0,"ロールの登録（就業）","ロールの登録（就業）",8,"CAS005","A","/nts.uk.com.web/view/cas/005/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,8,0,"ロールの登録（個人情報）","ロールの登録（個人情報）",9,"CAS009","A","/nts.uk.com.web/view/cas/009/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,9,0,"ロールセットの登録","ロールセットの登録",10,"CAS011","A","/nts.uk.com.web/view/cas/011/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,10,0,"管理者ロールの付与","管理者ロールの付与",11,"CAS012","A","/nts.uk.com.web/view/cas/012/a/index.xhtml",0,0,0,1,0
,,,,,,,,0,0,"000000000000-0000",0,0,11,0,"担当ロールの付与","担当ロールの付与",12,"CAS013","A","/nts.uk.com.web/view/cas/013/a/index.xhtml",0,0,0,1,0
